epoch,train_total,train_bce,train_dice,train_consistency,train_center,validation_total,validation_bce,validation_dice,validation_consistency,validation_center
33,0.4461264107376337,0.10756542533636093,0.2980225346982479,0.03057989163789898,0.039834243012592196,0.477021723985672,0.12724459171295166,0.3065407872200012,0.030690394341945648,0.050183724611997604
34,0.4343877136707306,0.10479060048237443,0.289923258125782,0.0304732380900532,0.03680245403666049,0.4659901559352875,0.12986136972904205,0.2936670184135437,0.030618324875831604,0.047373875975608826
35,0.42277279309928417,0.10149156907573342,0.28290341794490814,0.029553296975791454,0.03529801848344505,0.455982506275177,0.11010278016328812,0.3048480153083801,0.029619639739394188,0.04564831778407097
36,0.4136336874216795,0.098625841550529,0.27839040383696556,0.027825159835629165,0.03516915091313422,0.4437559247016907,0.1237412691116333,0.28165698051452637,0.027336709201335907,0.044083818793296814
37,0.40280115604400635,0.09768355498090386,0.27002574875950813,0.026525398599915206,0.034265803173184395,0.43167999386787415,0.11476745456457138,0.2789074778556824,0.026861146092414856,0.044575586915016174
38,0.39117725379765034,0.09378753509372473,0.2634388245642185,0.026018170872703195,0.03173087222967297,0.42134612798690796,0.11536262184381485,0.26933568716049194,0.026333428919315338,0.0412575788795948
39,0.37940514646470547,0.0916783926077187,0.25451304018497467,0.025707191554829478,0.030026071704924107,0.41220104694366455,0.10861458629369736,0.2673254609107971,0.026555726304650307,0.038821157068014145
40,0.3702171314507723,0.08637251751497388,0.2511155642569065,0.025806567980907857,0.02768991410266608,0.4121408760547638,0.108833909034729,0.2668686509132385,0.02645782195031643,0.039921943098306656
41,0.35973277129232883,0.08633676962926984,0.241300530731678,0.025375540019012988,0.026879729120992124,0.4020572006702423,0.10765156894922256,0.258584201335907,0.026226958259940147,0.03837789222598076
42,0.3549652639776468,0.0835031378082931,0.23932725563645363,0.025491596199572086,0.026573089533485472,0.3938201367855072,0.10211900621652603,0.2561517357826233,0.026368582621216774,0.036723289638757706
43,0.34359621442854404,0.08030045963823795,0.2314293012022972,0.025787249905988574,0.02431680611334741,0.38845372200012207,0.10839321464300156,0.24458009004592896,0.02650325931608677,0.03590861335396767
44,0.33587707579135895,0.07912090374156833,0.22518707439303398,0.025740311830304563,0.023315138998441398,0.3820442855358124,0.10582438111305237,0.24081778526306152,0.026499807834625244,0.035609226673841476
45,0.33323231898248196,0.07696310942992568,0.22423812374472618,0.026158794527873397,0.023489163140766323,0.3727303147315979,0.09926063567399979,0.23725128173828125,0.027863457798957825,0.03341982141137123
46,0.32505916990339756,0.07565933186560869,0.21647866815328598,0.027508948813192546,0.021648896392434835,0.37131088972091675,0.10315791517496109,0.23237895965576172,0.02757188491523266,0.03280859440565109
47,0.31858485750854015,0.07352250465191901,0.21310411021113396,0.026725850300863385,0.020929561578668654,0.3680506646633148,0.10307565331459045,0.23003166913986206,0.026767173781991005,0.03270473703742027
48,0.31340622901916504,0.07282458012923598,0.210133146494627,0.025306099909357727,0.020569587824866176,0.3547627627849579,0.09072860330343246,0.23045706748962402,0.025627007707953453,0.0318002924323082
49,0.3063285816460848,0.07190309255383909,0.2050347439944744,0.024294310715049505,0.020385719370096922,0.35787615180015564,0.10070236772298813,0.22383451461791992,0.024478809908032417,0.03544173762202263
50,0.30101190134882927,0.06996718281880021,0.20231566950678825,0.02371281129308045,0.020064945798367262,0.34685131907463074,0.09452962130308151,0.2198970913887024,0.02432134933769703,0.03241296857595444
51,0.29421916231513023,0.06939877662807703,0.19650472700595856,0.02353337430395186,0.019129142223391682,0.3419974446296692,0.09251350164413452,0.21764230728149414,0.023885658010840416,0.031823914498090744
52,0.2927039619535208,0.06774360244162381,0.19676396995782852,0.023258966393768787,0.019749691302422434,0.34919238090515137,0.09729009866714478,0.21941280364990234,0.023985790088772774,0.03401464223861694
53,0.2926291525363922,0.06928491778671741,0.19491814821958542,0.02332799357827753,0.020392366917803884,0.34034380316734314,0.09687445312738419,0.21167975664138794,0.02401564083993435,0.03109588287770748
54,0.2851036284118891,0.06636701175011694,0.19090672582387924,0.023120216093957424,0.018838684889487922,0.33536410331726074,0.09403675049543381,0.20974665880203247,0.023888474330306053,0.03076888807117939
55,0.28540128841996193,0.06741471192799509,0.1900179609656334,0.02299327135551721,0.019901353865861893,0.3343176245689392,0.0961717739701271,0.2066848874092102,0.0238284170627594,0.03053026646375656
56,0.27694012969732285,0.06380809750407934,0.18573136627674103,0.022802108200266957,0.01839421415934339,0.3300859034061432,0.09431224316358566,0.20502310991287231,0.023328745737671852,0.0296871867030859
57,0.2722450327128172,0.06401907675899565,0.18105855956673622,0.02270543505437672,0.017847865470685065,0.3220456540584564,0.08854227513074875,0.2029150128364563,0.023403486236929893,0.028739426285028458
58,0.2703489074483514,0.06251705321483314,0.18067500740289688,0.022593752364628017,0.01825237087905407,0.32876527309417725,0.09872674942016602,0.19928473234176636,0.023156747221946716,0.030388154089450836
59,0.2723704222589731,0.06421457370743155,0.18086103722453117,0.022614150075241923,0.018722668231930584,0.32244813442230225,0.08581838756799698,0.20579081773757935,0.023142116144299507,0.030787186697125435
60,0.26374056190252304,0.062339483527466655,0.17482303455471992,0.02228139468934387,0.01718658924801275,0.31679001450538635,0.09014328569173813,0.1965045928955078,0.02269618958234787,0.02978367544710636
61,0.2586385626345873,0.05974094825796783,0.1726948693394661,0.022032417939044535,0.016681330045685172,0.3164202868938446,0.09037064760923386,0.19592314958572388,0.022862372919917107,0.02905643917620182
62,0.2570963390171528,0.06023284699767828,0.1707802154123783,0.02185575885232538,0.01691008423222229,0.315227210521698,0.09352300316095352,0.19191503524780273,0.022810546681284904,0.027914464473724365
63,0.25814339239150286,0.059596492908895016,0.1721840798854828,0.0220200230833143,0.01737117924494669,0.31057316064834595,0.08717013150453568,0.19326812028884888,0.022826479747891426,0.029233740642666817
64,0.25130693055689335,0.05898892390541732,0.16609086841344833,0.02210036339238286,0.016507102584000677,0.30356037616729736,0.08717120438814163,0.1869337558746338,0.022574184462428093,0.027524910867214203
65,0.24936483893543482,0.05883526196703315,0.16463414579629898,0.0218636094359681,0.016127288981806487,0.31616559624671936,0.09008315950632095,0.19554811716079712,0.022928724065423012,0.030422499403357506
66,0.2498999834060669,0.05817412422038615,0.1658606082201004,0.021650869282893836,0.016857525857631117,0.30933868885040283,0.09579160809516907,0.18404227495193481,0.022499533370137215,0.028021084144711494
67,0.24502983875572681,0.057450648164376616,0.16171441972255707,0.021850483841262758,0.016057145781815052,0.3036731779575348,0.08851518481969833,0.18580657243728638,0.022438613697886467,0.027651213109493256
68,0.24311864841729403,0.05599905364215374,0.16142592206597328,0.021685552201233804,0.016032486397307366,0.30034393072128296,0.08398878574371338,0.1868996024131775,0.022680439054965973,0.027100475504994392
69,0.24121514149010181,0.05650994530878961,0.15891723334789276,0.021830872748978436,0.015828366100322455,0.305896133184433,0.09405972808599472,0.1823740005493164,0.022187747061252594,0.029098637402057648
70,0.23693699203431606,0.055513592436909676,0.15604201331734657,0.02151791995856911,0.015453861327841878,0.29721251130104065,0.08342918753623962,0.18447160720825195,0.022455794736742973,0.027423759922385216
71,0.23691168706864119,0.05561506887897849,0.15559792146086693,0.021777138696052134,0.01568623131606728,0.299904465675354,0.08859121799468994,0.18192893266677856,0.022199222818017006,0.028740426525473595
72,0.2338143391534686,0.053915548138320446,0.15436064079403877,0.02173513569869101,0.015212069381959736,0.3105255961418152,0.0925339087843895,0.18784284591674805,0.022519007325172424,0.030519306659698486
73,0.23494696244597435,0.05494201206602156,0.15449406951665878,0.021514099091291428,0.01598712708801031,0.2998273968696594,0.08963341265916824,0.18125033378601074,0.02178146503865719,0.028648724779486656
74,0.23315330874174833,0.054850490065291524,0.15294747054576874,0.021380690624937415,0.015898618788924068,0.2949528992176056,0.08998611569404602,0.17587810754776,0.022196948528289795,0.027566947042942047
75,0.22647979483008385,0.05230746907182038,0.14908163994550705,0.021453853347338736,0.014547326834872365,0.28922420740127563,0.0820307508111,0.17832309007644653,0.0221132542937994,0.02702840231359005
76,0.22172464989125729,0.05094514414668083,0.14575782790780067,0.021527698962017894,0.013975912879686803,0.28432145714759827,0.08480869978666306,0.17132407426834106,0.021868720650672913,0.025279885157942772
77,0.22014904022216797,0.05064832651987672,0.14470816403627396,0.021282093366608024,0.014041809889022261,0.3063793182373047,0.09979214519262314,0.17731595039367676,0.02214723266661167,0.0284959115087986
78,0.22413009591400623,0.051739688497036695,0.14740335196256638,0.0212989883730188,0.014752259652595967,0.3073890507221222,0.10255151987075806,0.17591124773025513,0.02165389247238636,0.02908954955637455
79,0.22247277107089758,0.05288926977664232,0.1449318826198578,0.020913751795887947,0.014951470075175166,0.29204121232032776,0.08424943685531616,0.1789684295654297,0.021916979923844337,0.02762548439204693
80,0.222732026129961,0.051682555582374334,0.1463472880423069,0.02088105829898268,0.015284504275768995,0.290759801864624,0.09615536779165268,0.1664692759513855,0.02172642946243286,0.02563486248254776
