update,actor_loss,critic_loss,imagined_reward_mean,imagined_return_mean,action_entropy
46,3.1360700130462646,16.549909591674805,-0.6559838652610779,-3.1389944553375244,2.924518585205078
47,3.1503794193267822,15.960501670837402,-0.653145968914032,-3.1533002853393555,2.9208927154541016
48,2.9270389080047607,13.487292289733887,-0.6033806800842285,-2.929957389831543,2.918476104736328
49,3.1822595596313477,16.993494033813477,-0.6665528416633606,-3.185175657272339,2.9160773754119873
50,3.1245739459991455,15.600288391113281,-0.6456313729286194,-3.1274871826171875,2.913332939147949
51,2.9034574031829834,14.334420204162598,-0.6048277020454407,-2.906365156173706,2.9078152179718018
52,3.056123733520508,14.550102233886719,-0.6267146468162537,-3.0590293407440186,2.905620813369751
53,3.1867918968200684,15.103306770324707,-0.6545146107673645,-3.1896941661834717,2.9022998809814453
54,3.0189461708068848,13.939942359924316,-0.6160803437232971,-3.0218429565429688,2.8968589305877686
55,3.0020086765289307,13.915371894836426,-0.6127312183380127,-3.004901885986328,2.893186569213867
56,2.994793653488159,13.248844146728516,-0.6152034401893616,-2.9976794719696045,2.885796546936035
57,3.036478281021118,13.793380737304688,-0.6221534609794617,-3.039361000061035,2.8826427459716797
58,3.0238828659057617,13.95849609375,-0.6154403686523438,-3.0267601013183594,2.8771610260009766
59,2.7768614292144775,12.55245304107666,-0.5678532719612122,-2.7797317504882812,2.870314836502075
60,2.9434163570404053,11.9342041015625,-0.5890753269195557,-2.9462814331054688,2.8651058673858643
61,2.773832082748413,11.643241882324219,-0.5628792643547058,-2.776688575744629,2.8564910888671875
62,3.002164602279663,12.356276512145996,-0.6019899845123291,-3.0050156116485596,2.8510377407073975
63,2.9702579975128174,12.051403045654297,-0.5996353030204773,-2.9731006622314453,2.8425700664520264
64,3.2498667240142822,13.648066520690918,-0.6507319808006287,-3.2527029514312744,2.836301803588867
65,2.9186854362487793,11.461620330810547,-0.58189457654953,-2.921510934829712,2.825558662414551
66,3.101807117462158,12.707954406738281,-0.618948221206665,-3.1046245098114014,2.8174984455108643
67,2.7117714881896973,11.083724975585938,-0.5440341830253601,-2.714576005935669,2.804398775100708
68,2.8500874042510986,12.076370239257812,-0.5747750401496887,-2.8528823852539062,2.7948837280273438
69,2.986920118331909,11.706297874450684,-0.598330020904541,-2.989706039428711,2.7858781814575195
70,2.9583821296691895,11.559982299804688,-0.5834147334098816,-2.9611599445343018,2.7777187824249268
71,3.041210412979126,11.396506309509277,-0.6051086783409119,-3.043973684310913,2.7632503509521484
72,2.858344554901123,11.494659423828125,-0.5642839670181274,-2.8610973358154297,2.7527949810028076
73,2.9816489219665527,11.53827953338623,-0.5937960147857666,-2.9843838214874268,2.7347991466522217
74,2.964510679244995,10.8950834274292,-0.5771194100379944,-2.967236280441284,2.725663423538208
75,2.8535778522491455,11.68398380279541,-0.5555171370506287,-2.856292724609375,2.7148287296295166
76,2.9884896278381348,10.818081855773926,-0.578349769115448,-2.9911911487579346,2.701436996459961
77,2.914539337158203,11.03014087677002,-0.5662745237350464,-2.9172184467315674,2.679112195968628
78,2.6999425888061523,9.760284423828125,-0.5168003439903259,-2.7026126384735107,2.669992446899414
79,2.9739019870758057,11.261420249938965,-0.574211835861206,-2.9765517711639404,2.6497862339019775
